Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Encrypted,RAM_Decrypted
asus,3.830295706209031,16,512,11.185147425848434,2.6410944247109853,17395.093064560457,e33562234b73b4ecad16901885fd503f2c4c20996e22d914da21be26f8b6a6d9,gAAAAABoIkbQmmm29r0mJDN0Ons5cmqlWRcDObSgt2n5bpfAHIH51pNw7yjnA2AddoQaDIbhkvrIF73AxhfMcAiZxgZjSoMuovubJXFkDQYF6gqD_1EnKZU=,gAAAAABoIkbXftWAGN4leRLS9wDtLLmNAoWQDNb5fXgsOsZGhjiFR8WfgB3sofP3sCiZZ3YrNTp7BFE8Y9SgVwNcIcjZLBzuZA==,16
acer,2.912832958973022,4,1000,11.311371797110466,3.2600122222442147,31607.60591926617,80fe437d4a9c57c4038198b7cf32f93b9f957bb705b8e10a7d481662d5c79829,gAAAAABoIkbQUOCPX0mbZYqRNIwTZsf4aZ7p33g9-kAuK18xsLRAByuHp9EqLbWYeI5SjQERAydAZqQILJf7p7lxzP-C7Td6a3vwmq6_pUiKTPvjICFOu4Y=,gAAAAABoIkbXDj1B2oYycLxy0xefkrw-hu-B8pJyFsZB46ew4BEdeEmGeDhVNvcpgy___eXbncUVT3RxesedQx2NVX5dXxqu9w==,4
lenovo,3.2416270596922305,4,256,11.853022680223374,2.029060648222903,9291.023542338657,6254a5a18d60d796eb464283ef38f9417e12885a07742e2e9b9d09e24b6f772b,gAAAAABoIkbQTpU2l4takPNrqRgIFDQWfkMg-FuM6R4tdXFit8ELKINxMAhOub9454h4JBpdQmnKiLZEndODiup1wKS40poUBZQWcKPCZdp2y6wO2AfVhhc=,gAAAAABoIkbXrVGz-FLKjoPwsaptkBG7X1bWWRK9Eif3050n6ru0h-4arU-xqsDN1ObyrGMlg5jqjgerMFbk2WYbpF9lOJcYlQ==,4
acer,3.80624845294324,16,512,12.280360087854138,4.573865272745172,17436.72833420527,1f2910923c33a53b30bc7e6eb731307eb2e2366b3811b68769aaeafb80458375,gAAAAABoIkbQIgMRZ57-Ws972vTbWvjsi8kX9Oxttu4uROVJddV5DqY2I6JBarL0zhLeivfP3N2RMR0hTL25EAltYcTIgHc0SgpjtNZqS8IZyfyKAnPxtRg=,gAAAAABoIkbX0g1QIyyvjV_cUm27_D4POhlDR20sMZOmIceMSWhAKK1mDNpMdwGEGNLTjm-zy04jAqZK--5gThqkN6J5YtNHgQ==,16
acer,3.2680965857834963,32,1000,14.990877165430431,4.193472033364752,32917.990718167515,f90738a55c90c1e31a4fb6d35f92306ff03a87001a9408b5a82a9083bcc18417,gAAAAABoIkbQ0DltoCkJtn1W5BXSZ-HhNX_3pjFdpIPZLowtu3nhh_mSa3RDprwBazaDPqVqoLehNHPjRqKkle-MbFZiOIPmXji27MLJccvyqxXqDNZ5EKs=,gAAAAABoIkbX5xTA6pYZ1zN_O9jkEDdvu__VTmgFRMdFgZmyRza2vi90tCIusG9zxIGBcuUP_imAUgXl2RvYflct5jITNnY6UA==,32
hp,1.8813476072856532,16,256,11.94395768001097,4.84026810552111,9543.719980129945,152ff98902e83cca39225afe41781193058d58e2821954fd6dc48939e53a6335,gAAAAABoIkbQJ8xLrvq5LikqNqPwfceHT5a1UG-ZphvmMKHbXAnAorVi1JO0u6jYpSt3i_RpNFiMaOSPdPXiaTxvmndGyC3IjSVBqhfZSI-TI_5_1JkbCnA=,gAAAAABoIkbX5--C0yo_8F0BK9jHcnYKuaBi5gCUeV_Yxm2FlwTCZDZpMYTMmOS1UVAwYMvdx56itav1FBFCFeC7XF_dCTvUQw==,16
lenovo,2.940720900417033,32,256,11.713246347062432,4.344846437589197,10390.13731921554,90d3e3d05c2cf26f052a507df2d7af7733f4784154877c484f593724ba56eb56,gAAAAABoIkbQ3YlEov3-r9jfS8FSpbgo6H-JPv-G-NHadoRxzdNhmOpjzBdRm6l2FyD841wYyV8R6DF_SYQ9ZEMj28AXEq2R4vdBNelYzalZjRHjamke37k=,gAAAAABoIkbXuXUWkR-Wtp27tWh8wjbvp6uMxdQG1YZ65z0V5KQMhzpPbTg4c4N9JOc1CNCVPH9lJlNJqcRdjaUXYT9FJ7f4jQ==,32
lenovo,3.01678761595714,4,256,15.588314848857674,2.9411195361561955,9214.484505999935,981559f507d2055d3f2ff381b07fab0a3af19f070280bb2faa716381c4b55c39,gAAAAABoIkbQTPPzGdrg9WxSIuBhv68W1EI4lhTS3IR_XqHqJSgbzwVcOj4L-3uFq8AB8zG8u7cP4irKi3nugAwaD5OegQJtdKmUAFZKivb8b2G5v4McAXQ=,gAAAAABoIkbX54thUqXRghQagEEG4wZFBoG_q9kli73duTNBRA_Jru8J0IBBbs4mKmhB8Tt8py1fHNHg9cV5B00XKJssGLLmqQ==,4
lenovo,2.560326678255965,4,512,15.026331703159489,2.743620076185271,16372.175283874409,9d1993a7420329974c5b60f45bcc22a92da4598d58acb160db849eda7abb194c,gAAAAABoIkbQPi-0g8Snlv6ZexNgiw8Ny5AS9pElpOOQ_EzdMglytOyQ7QBf4L1IBjxCMHmIzT_aQLNFRyp9hLWC_-tKKlLPe9qTdhsdZnMiHrSlreQlRCk=,gAAAAABoIkbXmniMMLXYzaKG2duIqqjTeH25XEO9vrOleWx52ENoHYjYAsgBkCHM7vWQgPdEHYNpunJykJFEu6o4STwurl5nlA==,4
acer,3.341110589061807,32,512,13.611945328731418,4.093148922659879,18501.83273321414,1ab75c9a76df5af1a9800bc1c2394bff5334234916f1049bd6f4ad86830d3d51,gAAAAABoIkbQlZWHGpSpSFBjbx3SHSxaJRR9wdggnwwl9ahk_BrrbYe0znAITTWmKKqYCtM9HVPkTLd1SuFtp7WTBbCh-dNf1uRf9lOBj1s_HKUhsW-d-1A=,gAAAAABoIkbXGiQrd_tRMqHqoeA3K0ACYz1Fu5_hZrFXAR1jdDEcO3dYXKv9IwtYJlFuOerS7Jl0iDKF90DYVyiz1-f5SPoKAQ==,32
asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,gAAAAABoIkbQBzJJU7asqw7MckAv-zeEhPbrxpvb9D06vbInmm0NIiIr8DWxm4iymsK45kQ1vEfvk0JBHSV-orxsPN_KGFbTAG1YVPR1slCC_xl8oPXvNNk=,gAAAAABoIkbXRG5HHpIVvAopOhFeQPqS4CJOlW9mWxGV1bQcfW4n5bUXgSM7KHjXk54tHCBmc6JM0uFEK6oIaRTj51YCR4rbAg==,4
lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,gAAAAABoIkbQz9JlzD52oiiRtDapFzwMQli8P1TTAiKmWXgAc2A5tqzKyuxucksxvRLNIj2Zl_fFB-ILTbLDBZIzh8PAB2EXhJl5qVErWgfw9G3YQsyptg4=,gAAAAABoIkbXUFkqa69z2Tx9a0i-D7iAhp_qGgWBot7y3krFxwnnf-7tlBPLstlcaBT-H-HQn7Qt2xZc8nKciQ4MYURVEOdzrQ==,32
acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,gAAAAABoIkbQed3VYASRrlf5KE33dBOk26nohxuA-Ywz8t-jRh8QlKnyBe7AE0_9-dONj1nnNFKdvjQvWvPaCQ1V_XKN53PUMhgqK0cCxEngHZifAnTpdqU=,gAAAAABoIkbXklsAzZe-USUetIB28A2wFUQI3AIDyMgV1cKjjqd7BF-jK27zuaJFGJG0OJ8waRDSjRVh9aBHQJww1VBiI56umw==,8
hp,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,gAAAAABoIkbQ6N62BmIn_5csiUyDyqc6cAExcZ_S9pdYoBT62JUt1WtwyeI3wfZ0OPS-QTSZKS4QvBxz3lZbR0RBqrz7Vn6Sohk2QbnbP0W6BxLpHEn2rP8=,gAAAAABoIkbX8wnzi1KOVZgWrm4zFkJ-Fm7UylqkcYvH6MijfeLgRn0SmRsZXBFKr0KIhA8-oKzaq3Q20K557clxF8WCm2XKHg==,16
